IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
140020449,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,2/11/2016,2:00,MISSION,"ARREST, CITED",22ND ST / CAPP ST,-122.4176606,37.75550434,"(37.7555043420028, -122.417660640341)"
140020461,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,2/12/2016,2:30,MISSION,PSYCHOPATHIC CASE,16TH ST / VALENCIA ST,-122.4218864,37.76491789,"(37.7649178909424, -122.421886357981)"
140020483,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,2/13/2016,2:14,SOUTHERN,"ARREST, BOOKED",9TH ST / HOWARD ST,-122.4131631,37.77499264,"(37.7749926445385, -122.413163134276)"
140020483,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,2/14/2016,2:14,SOUTHERN,"ARREST, BOOKED",9TH ST / HOWARD ST,-122.4131631,37.77499264,"(37.7749926445385, -122.413163134276)"
140022508,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,2/15/2016,17:15,MISSION,"ARREST, CITED",16TH ST / CAPP ST,-122.418701,37.76510988,"(37.7651098786222, -122.418701003284)"
140022536,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,2/16/2016,17:29,NORTHERN,"ARREST, CITED",BROADWAY ST / VANNESS AV,-122.4234131,37.79573711,"(37.795737109246, -122.423413057205)"
140020518,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,2/17/2016,21:00,MISSION,NONE,SAN BRUNO AV / 17TH ST,-122.4054666,37.76460488,"(37.7646048756593, -122.40546657618)"
140020712,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,2/18/2016,7:58,TARAVAL,"ARREST, CITED",TARAVAL ST / 34TH AV,-122.4917661,37.74234238,"(37.7423423755105, -122.491766085538)"
140020740,ASSAULT,BATTERY,Wednesday,2/19/2016,7:45,MISSION,NONE,CHURCH ST / 16TH ST,-122.4286681,37.7645077,"(37.7645077029947, -122.4286681077)"
140020922,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,2/20/2016,8:35,SOUTHERN,NONE,7TH ST / NATOMA ST,-122.4099393,37.77841538,"(37.7784153777349, -122.409939286664)"
140021306,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,2/21/2016,11:17,PARK,"ARREST, BOOKED",HAIGHT ST / BUENAVISTAWEST AV,-122.4433119,37.77046975,"(37.7704697548539, -122.443311949602)"
140021306,DRUG/NARCOTIC,SALE OF MARIJUANA,Wednesday,2/22/2016,11:17,PARK,"ARREST, BOOKED",HAIGHT ST / BUENAVISTAWEST AV,-122.4433119,37.77046975,"(37.7704697548539, -122.443311949602)"
140021306,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,2/23/2016,11:17,PARK,"ARREST, BOOKED",HAIGHT ST / BUENAVISTAWEST AV,-122.4433119,37.77046975,"(37.7704697548539, -122.443311949602)"
140021306,OTHER OFFENSES,RESISTING ARREST,Wednesday,2/24/2016,11:17,PARK,"ARREST, BOOKED",HAIGHT ST / BUENAVISTAWEST AV,-122.4433119,37.77046975,"(37.7704697548539, -122.443311949602)"
140021384,NON-CRIMINAL,LOST PROPERTY,Wednesday,2/25/2016,16:00,MISSION,NONE,20TH ST / DOLORES ST,-122.4257682,37.7582262,"(37.7582261992584, -122.425768246873)"
140021481,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,2/26/2016,10:42,SOUTHERN,"ARREST, CITED",JESSIE ST / 6TH ST,-122.4092477,37.78139873,"(37.7813987340892, -122.409247675547)"
140021481,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Wednesday,2/27/2016,10:42,SOUTHERN,"ARREST, CITED",JESSIE ST / 6TH ST,-122.4092477,37.78139873,"(37.7813987340892, -122.409247675547)"
140021550,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,2/28/2016,12:11,PARK,"ARREST, BOOKED",OAK ST / LYON ST,-122.4423789,37.77250413,"(37.7725041276264, -122.442378910875)"
140021726,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,2/29/2016,13:30,SOUTHERN,"ARREST, CITED",HOWARD ST / 4TH ST,-122.4027126,37.78325965,"(37.7832596543979, -122.402712593282)"
140021867,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,3/1/2016,14:15,SOUTHERN,"ARREST, CITED",5TH ST / MISSION ST,-122.406482,37.78273179,"(37.7827317884887, -122.406481972743)"
140021970,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,3/2/2016,14:34,RICHMOND,"ARREST, BOOKED",47TH AV / JOHNFKENNEDY DR,-122.5082773,37.7692325,"(37.7692324994068, -122.508277283385)"
140021970,WARRANTS,WARRANT ARREST,Wednesday,3/3/2016,14:34,RICHMOND,"ARREST, BOOKED",47TH AV / JOHNFKENNEDY DR,-122.5082773,37.7692325,"(37.7692324994068, -122.508277283385)"
140021992,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,3/4/2016,14:58,BAYVIEW,"ARREST, CITED",23RD ST / DAKOTA ST,-122.3967161,37.75485988,"(37.7548598828425, -122.396716088144)"
140022019,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Wednesday,3/5/2016,14:50,SOUTHERN,NONE,HOWARD ST / 12TH ST,-122.4169028,37.7717235,"(37.7717234973754, -122.416902807379)"
140022031,WARRANTS,WARRANT ARREST,Wednesday,3/6/2016,14:22,RICHMOND,"ARREST, BOOKED",26TH AV / CABRILLO ST,-122.485396,37.77438609,"(37.7743860851009, -122.485395987338)"
140022047,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,3/7/2016,15:03,MISSION,"ARREST, CITED",25TH ST / FLORIDA ST,-122.4099163,37.75114438,"(37.7511443775426, -122.40991630881)"
140022138,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,3/8/2016,15:00,SOUTHERN,NONE,4TH ST / MISSION ST,-122.4042702,37.78447885,"(37.7844788538745, -122.404270179486)"
140022423,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,3/9/2016,16:34,CENTRAL,PSYCHOPATHIC CASE,SUTTER ST / SANSOME ST,-122.4003161,37.79009963,"(37.790099627367, -122.400316057286)"
140023277,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,3/10/2016,21:37,SOUTHERN,"ARREST, CITED",HOWARD ST / 6TH ST,-122.407163,37.77973763,"(37.7797376338991, -122.407163046954)"
140022821,NON-CRIMINAL,FOUND PROPERTY,Saturday,3/11/2016,19:20,CENTRAL,NONE,KEARNY ST / COLUMBUS AV,-122.4052917,37.79690855,"(37.7969085528868, -122.405291680009)"
140022843,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,3/12/2016,19:00,BAYVIEW,"ARREST, CITED",3RD ST / REVERE AV,-122.3915229,37.73243239,"(37.7324323864471, -122.391522893042)"
140022859,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,3/13/2016,18:48,SOUTHERN,"ARREST, BOOKED",MARKET ST / VANNESS AV,-122.4192579,37.77514629,"(37.7751462916539, -122.419257894814)"
140022859,ASSAULT,BATTERY,Wednesday,3/14/2016,18:48,SOUTHERN,"ARREST, BOOKED",MARKET ST / VANNESS AV,-122.4192579,37.77514629,"(37.7751462916539, -122.419257894814)"
140022940,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,3/15/2016,19:24,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / JONES ST,-122.4122242,37.78207293,"(37.7820729312029, -122.412224164736)"
140023039,ASSAULT,BATTERY,Wednesday,3/16/2016,19:15,MISSION,NONE,JULIAN AV / 16TH ST,-122.4209017,37.76497789,"(37.7649778918035, -122.420901749456)"
140023039,NON-CRIMINAL,LOST PROPERTY,Wednesday,3/17/2016,19:15,MISSION,NONE,JULIAN AV / 16TH ST,-122.4209017,37.76497789,"(37.7649778918035, -122.420901749456)"
140023095,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,3/18/2016,17:30,SOUTHERN,NONE,5TH ST / MARKET ST,-122.4080683,37.78399168,"(37.7839916768161, -122.408068345148)"
140023095,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Saturday,3/19/2016,17:30,SOUTHERN,NONE,5TH ST / MARKET ST,-122.4080683,37.78399168,"(37.7839916768161, -122.408068345148)"
140023437,ASSAULT,THREATS AGAINST LIFE,Wednesday,3/20/2016,22:20,NORTHERN,"ARREST, BOOKED",GEARY BL / FILLMORE ST,-122.4329146,37.78435334,"(37.7843533426568, -122.432914603494)"
140023506,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Wednesday,3/21/2016,23:15,SOUTHERN,NONE,FOLSOM ST / MABINI ST,-122.400378,37.78264629,"(37.7826462926371, -122.400377994049)"
140023506,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,3/22/2016,23:15,SOUTHERN,NONE,FOLSOM ST / MABINI ST,-122.400378,37.78264629,"(37.7826462926371, -122.400377994049)"
140023647,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,3/23/2016,1:11,NORTHERN,"ARREST, CITED",BUSH ST / LARKIN ST,-122.4186583,37.78890984,"(37.7889098399421, -122.418658294829)"
140024457,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,3/24/2016,11:13,CENTRAL,NONE,GRANT AV / VALLEJO ST,-122.407209,37.79877567,"(37.7987756652736, -122.407208951402)"
140025091,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,3/25/2016,11:00,NORTHERN,NONE,VANNESS AV / OFARRELL ST,-122.4211952,37.78475366,"(37.7847536577561, -122.421195221815)"
140025182,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,3/26/2016,15:35,NORTHERN,NONE,POLK ST / CEDAR ST,-122.4198349,37.78635804,"(37.7863580362743, -122.419834938618)"
140025370,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,3/27/2016,16:00,SOUTHERN,NONE,BEALE ST / BRYANT ST,-122.3896395,37.78622504,"(37.7862250418081, -122.389639531543)"
140025897,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,3/28/2016,14:30,SOUTHERN,NONE,7TH ST / HARRISON ST,-122.4063001,37.77551311,"(37.7755131129937, -122.406300138733)"
140025916,LARCENY/THEFT,PETTY THEFT BICYCLE,Thursday,3/29/2016,19:15,SOUTHERN,NONE,7TH ST / NATOMA ST,-122.4099393,37.77841538,"(37.7784153777349, -122.409939286664)"
140026077,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,3/30/2016,21:30,NORTHERN,"ARREST, CITED",SUTTER ST / LARKIN ST,-122.4184677,37.78796526,"(37.7879652569797, -122.418467747931)"
140026271,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,3/31/2016,22:49,NORTHERN,"ARREST, CITED",SUTTER ST / LARKIN ST,-122.4184677,37.78796526,"(37.7879652569797, -122.418467747931)"
146005023,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,4/1/2016,22:00,MISSION,NONE,18TH ST / CAPP ST,-122.4182722,37.76190296,"(37.7619029613022, -122.418272166422)"
146005487,NON-CRIMINAL,LOST PROPERTY,Sunday,4/2/2016,0:01,SOUTHERN,NONE,11TH ST / HARRISON ST,-122.4124833,37.77063059,"(37.7706305910776, -122.41248326348)"
146005493,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,4/3/2016,19:00,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.4192579,37.77514629,"(37.7751462916539, -122.419257894814)"
146005976,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,4/4/2016,19:30,CENTRAL,NONE,STOCKTON ST / POST ST,-122.4067754,37.78849829,"(37.7884982866148, -122.406775392392)"
146007063,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,4/5/2016,19:00,NORTHERN,NONE,FILLMORE ST / JACKSON ST,-122.434559,37.79247099,"(37.7924709856169, -122.434558974708)"
146007079,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,4/6/2016,21:15,NORTHERN,NONE,GREEN ST / LAGUNA ST,-122.4303718,37.79678084,"(37.7967808411162, -122.430371829258)"
146007126,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/7/2016,20:40,NORTHERN,NONE,CALIFORNIA ST / STEINER ST,-122.4354886,37.7886952,"(37.7886951990543, -122.435488624119)"
146007132,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/8/2016,21:00,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.4312069,37.78456812,"(37.7845681170336, -122.431206932079)"
146007154,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/9/2016,9:04,NORTHERN,NONE,HAYES ST / FRANKLIN ST,-122.4213327,37.77709027,"(37.7770902743669, -122.421332684633)"
146007198,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,4/10/2016,17:00,PARK,NONE,WALLER ST / STANYAN ST,-122.4533546,37.76824631,"(37.7682463076665, -122.453354647469)"
146007223,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,4/11/2016,1:00,NORTHERN,NONE,CALIFORNIA ST / OCTAVIA ST,-122.427264,37.7897419,"(37.7897418971671, -122.427263987591)"
146007245,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,4/12/2016,19:00,PARK,NONE,BUENAVISTAWEST AV / CENTRAL AV,-122.4433586,37.76894444,"(37.7689444388869, -122.443358553968)"
146007289,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,4/13/2016,23:44,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)"
146007308,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,4/14/2016,6:00,SOUTHERN,NONE,SHIPLEY ST / FALMOUTH ST,-122.4038876,37.77900496,"(37.7790049610638, -122.403887567865)"
146007342,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,4/15/2016,4:15,SOUTHERN,NONE,MISSION ST / MINT ST,-122.4072588,37.78211765,"(37.7821176524238, -122.407258776463)"
146007386,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,4/16/2016,19:00,TENDERLOIN,NONE,8TH ST / MARKET ST,-122.4147438,37.77871926,"(37.778719262789, -122.414743835382)"
146007411,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,4/17/2016,21:30,SOUTHERN,NONE,MISSION ST / 1ST ST,-122.3975764,37.78976193,"(37.7897619308836, -122.397576409113)"
146007427,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,4/18/2016,23:30,SOUTHERN,NONE,3RD ST / KING ST,-122.3918456,37.77812478,"(37.778124778322, -122.391845617192)"
146007502,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/19/2016,0:01,SOUTHERN,NONE,10TH ST / BRYANT ST,-122.4097388,37.7703482,"(37.7703482035454, -122.409738771906)"
146007518,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/20/2016,7:15,SOUTHERN,NONE,2ND ST / HARRISON ST,-122.3951632,37.7843097,"(37.7843096998676, -122.395163154488)"
146007524,NON-CRIMINAL,LOST PROPERTY,Thursday,4/21/2016,8:00,SOUTHERN,NONE,FOLSOM ST / THE EMBARCADEROSOUTH ST,-122.3900942,37.79076386,"(37.7907638589303, -122.390094248247)"
146007552,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,4/22/2016,18:30,SOUTHERN,NONE,MARKET ST / NEWMONTGOMERY ST,-122.4020702,37.78871987,"(37.7887198688133, -122.402070243227)"
146007596,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/23/2016,16:00,CENTRAL,NONE,VANNESS AV / NORTHPOINT ST,-122.4253009,37.80507699,"(37.8050769933248, -122.425300930134)"
146007609,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,4/24/2016,18:30,CENTRAL,NONE,LARKIN ST / NORTHPOINT ST,-122.422009,37.80549603,"(37.8054960276478, -122.422008950077)"
146007687,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,4/25/2016,21:30,SOUTHERN,NONE,POWELL ST / MARKET ST,-122.4075459,37.78440118,"(37.784401179486, -122.407545855931)"
146007693,NON-CRIMINAL,LOST PROPERTY,Thursday,4/26/2016,7:10,SOUTHERN,NONE,7TH ST / MARKET ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)"
140003809,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,4/27/2016,11:25,NORTHERN,NONE,FILLMORE ST / EDDY ST,-122.4323297,37.78142922,"(37.7814292195409, -122.432329732386)"
140011896,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,4/28/2016,14:30,CENTRAL,NONE,VALLEJO ST / GRANT AV,-122.407209,37.79877567,"(37.7987756652736, -122.407208951402)"
140015343,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,4/29/2016,13:13,TARAVAL,"ARREST, BOOKED",PLYMOUTH AV / BROAD ST,-122.4560505,37.71319385,"(37.7131938450626, -122.456050465866)"
140013228,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,4/30/2016,16:00,INGLESIDE,NONE,SAN JOSE AV / GENEVA AV,-122.4466072,37.72072313,"(37.7207231268789, -122.44660721495)"
140014527,OTHER OFFENSES,RESISTING ARREST,Monday,5/1/2016,9:08,BAYVIEW,"ARREST, CITED",16TH ST / RHODEISLAND ST,-122.4026877,37.76607541,"(37.7660754132449, -122.402687653213)"
140016006,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,5/2/2016,2:00,MISSION,NONE,22ND ST / MISSION ST,-122.4187487,37.75543719,"(37.7554371875097, -122.418748733523)"
140016169,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,5/3/2016,15:00,MISSION,NONE,26TH ST / MISSION ST,-122.4181373,37.74904131,"(37.7490413093633, -122.418137290501)"
140016539,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,5/4/2016,18:41,MISSION,"ARREST, BOOKED",19TH ST / CHURCH ST,-122.428204,37.75969169,"(37.759691691831, -122.428203997155)"
140016733,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,5/5/2016,20:25,MISSION,NONE,CAPP ST / 17TH ST,-122.4184863,37.76349544,"(37.7634954373144, -122.418486296575)"
140016852,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,5/6/2016,18:20,TENDERLOIN,NONE,EDDY ST / LEAVENWORTH ST,-122.414243,37.78372403,"(37.7837240254478, -122.414242955907)"
140018046,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,5/7/2016,9:50,TARAVAL,PSYCHOPATHIC CASE,OCEAN AV / LEE AV,-122.4541141,37.72345568,"(37.7234556762132, -122.454114133559)"
140018290,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,5/8/2016,10:40,SOUTHERN,NONE,3RD ST / FOLSOM ST,-122.3989327,37.78378482,"(37.7837848211584, -122.398932711095)"
140018507,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,5/9/2016,12:40,SOUTHERN,"ARREST, BOOKED",9TH ST / BRYANT ST,-122.4085345,37.77129067,"(37.7712906694516, -122.408534526845)"
140018507,WARRANTS,WARRANT ARREST,Tuesday,5/10/2016,12:40,SOUTHERN,"ARREST, BOOKED",9TH ST / BRYANT ST,-122.4085345,37.77129067,"(37.7712906694516, -122.408534526845)"
140018842,ASSAULT,THREATS AGAINST LIFE,Saturday,5/11/2016,10:30,NORTHERN,NONE,GOLDEN GATE AV / POLK ST,-122.4188096,37.78123526,"(37.78123525699, -122.418809581375)"
140022990,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,5/12/2016,17:30,SOUTHERN,NONE,MISSION ST / SOUTH VAN NESS AV,-122.418619,37.77305255,"(37.7730525547653, -122.418618953339)"
140023023,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,5/13/2016,19:21,MISSION,"ARREST, CITED",26TH ST / MISSION ST,-122.4181373,37.74904131,"(37.7490413093633, -122.418137290501)"
140023067,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,5/14/2016,19:15,TARAVAL,NONE,22ND AV / TARAVAL ST,-122.4789025,37.74290798,"(37.7429079761232, -122.478902513336)"
140018955,ASSAULT,BATTERY,Friday,5/15/2016,20:14,SOUTHERN,NONE,12TH ST / STEVENSON ST,-122.419665,37.77389256,"(37.7738925631034, -122.419664997811)"
140019301,NON-CRIMINAL,FOUND PROPERTY,Monday,5/16/2016,13:00,INGLESIDE,NONE,CONCORD ST / HANOVER ST,-122.4415261,37.7096928,"(37.7096927954215, -122.441526064067)"
140019680,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,5/17/2016,18:15,MISSION,NONE,VALENCIA ST / 16TH ST,-122.4218864,37.76491789,"(37.7649178909424, -122.421886357981)"
140019856,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,5/18/2016,18:15,MISSION,NONE,VALENCIA ST / DUBOCE AV,-122.4223674,37.76986824,"(37.7698682392455, -122.422367409563)"
140020104,NON-CRIMINAL,FOUND PROPERTY,Tuesday,5/19/2016,20:30,RICHMOND,NONE,MARTIN LUTHER KING JR DR / 9TH AV,-122.4664296,37.76647414,"(37.7664741386096, -122.466429551488)"
140020267,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,5/20/2016,18:30,RICHMOND,NONE,MARTIN LUTHER KING JR DR / 7TH AV,-122.4643833,37.7664286,"(37.7664285966753, -122.464383299672)"
140021215,NON-CRIMINAL,LOST PROPERTY,Wednesday,5/21/2016,10:00,MISSION,NONE,14TH ST / MISSION ST,-122.4199834,37.76827268,"(37.7682726763619, -122.419983447697)"
140021237,ASSAULT,BATTERY,Tuesday,5/22/2016,21:30,TARAVAL,NONE,OCEAN AV / SUNSET BL,-122.4937173,37.73190931,"(37.7319093127999, -122.493717344481)"
140021293,NON-CRIMINAL,LOST PROPERTY,Thursday,5/23/2016,12:00,CENTRAL,NONE,POWELL ST / POST ST,-122.4084039,37.78829339,"(37.7882933915158, -122.408403859899)"
140021588,NON-CRIMINAL,LOST PROPERTY,Wednesday,5/24/2016,10:00,RICHMOND,NONE,GEARY BL / 7TH AV,-122.4653526,37.780963,"(37.7809630027431, -122.465352649881)"
140021798,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,5/25/2016,13:48,INGLESIDE,"ARREST, CITED",SAN JOSE AV / RANDALL ST,-122.4241476,37.73987021,"(37.7398702066093, -122.424147588961)"
140021873,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,5/26/2016,12:45,NORTHERN,NONE,FILLMORE ST / EDDY ST,-122.4323297,37.78142922,"(37.7814292195409, -122.432329732386)"
140021986,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,5/27/2016,14:50,INGLESIDE,"ARREST, CITED",MISSION ST / RUSSIA AV,-122.4371505,37.721574,"(37.7215739965112, -122.437150548382)"
140022611,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,5/28/2016,16:00,INGLESIDE,NONE,VALENCIA ST / MISSION ST,-122.4200218,37.74539017,"(37.7453901680777, -122.420021755228)"
140022649,MISSING PERSON,MISSING ADULT,Wednesday,5/29/2016,15:00,CENTRAL,LOCATED,STOCKTON ST / JACKSON ST,-122.4082547,37.79582231,"(37.7958223141329, -122.408254664048)"
140022649,MISSING PERSON,FOUND PERSON,Wednesday,5/30/2016,15:00,CENTRAL,LOCATED,STOCKTON ST / JACKSON ST,-122.4082547,37.79582231,"(37.7958223141329, -122.408254664048)"
140022655,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Wednesday,5/31/2016,17:55,BAYVIEW,NONE,PALOU AV / PHELPS ST,-122.3946637,37.73610674,"(37.7361067444222, -122.394663664141)"
140022746,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,6/1/2016,17:52,INGLESIDE,"ARREST, BOOKED",MUNICH ST / EXCELSIOR AV,-122.4256501,37.72243555,"(37.7224355536672, -122.425650143747)"
140022746,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Wednesday,6/2/2016,17:52,INGLESIDE,"ARREST, BOOKED",MUNICH ST / EXCELSIOR AV,-122.4256501,37.72243555,"(37.7224355536672, -122.425650143747)"
140022746,WEAPON LAWS,POSS OF LOADED FIREARM,Wednesday,6/3/2016,17:52,INGLESIDE,"ARREST, BOOKED",MUNICH ST / EXCELSIOR AV,-122.4256501,37.72243555,"(37.7224355536672, -122.425650143747)"
140022746,OTHER OFFENSES,CONSPIRACY,Wednesday,6/4/2016,17:52,INGLESIDE,"ARREST, BOOKED",MUNICH ST / EXCELSIOR AV,-122.4256501,37.72243555,"(37.7224355536672, -122.425650143747)"
140022796,ASSAULT,ASSAULT,Wednesday,6/5/2016,18:45,TENDERLOIN,NONE,MASON ST / EDDY ST,-122.4093131,37.78434785,"(37.7843478513151, -122.409313111431)"
140023409,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,6/6/2016,22:30,MISSION,"ARREST, CITED",MISSION ST / 14TH ST,-122.4199834,37.76827268,"(37.7682726763619, -122.419983447697)"
140023471,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,6/7/2016,22:47,SOUTHERN,NONE,FOLSOM ST / MABINI ST,-122.400378,37.78264629,"(37.7826462926371, -122.400377994049)"
140023512,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,6/8/2016,23:25,INGLESIDE,"ARREST, CITED",MISSION ST / OCEAN AV,-122.4353855,37.72391045,"(37.7239104470753, -122.435385454946)"
140023578,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,6/9/2016,0:39,MISSION,"ARREST, CITED",22ND ST / MISSION ST,-122.4187487,37.75543719,"(37.7554371875097, -122.418748733523)"
140023653,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,6/10/2016,23:00,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
140023681,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,6/11/2016,1:34,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
140023700,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,6/12/2016,1:15,TENDERLOIN,NONE,JONES ST / ELLIS ST,-122.4127841,37.78486569,"(37.7848656939526, -122.412784096502)"
140023744,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,6/13/2016,3:14,PARK,PSYCHOPATHIC CASE,2ND AV / IRVING ST,-122.4588166,37.76436489,"(37.7643648855485, -122.458816601708)"
